day_id,day_of_week,is_weekend,price_level_raw,price_duration_raw,price_ramp_raw,load_level_raw,load_duration_raw,load_ramp_raw,lambda_level_raw,lambda_duration_raw,lambda_ramp_raw,joint_raw,price_level_pct,price_ramp_pct,price_duration_pct,load_level_pct,load_ramp_pct,load_duration_pct,lambda_level_pct,lambda_ramp_pct,lambda_duration_pct,joint_pct,price_stress,load_stress,lambda_stress,stress_unscaled,stress_score
27,6,1,2.9641502857208253,0.2916666666666667,1.729840874671936,3.0038706779479982,0.22916666666666666,1.3587781190872192,3.966398239135742,0.20833333333333334,1.7565631866455078,0.11458333333333333,0.8181818181818182,0.696969696969697,0.8787878787878788,0.7575757575757576,0.06060606060606061,0.8181818181818182,0.8787878787878788,0.7272727272727273,0.7878787878787878,0.7272727272727273,0.8030303030303031,0.5984848484848485,0.8181818181818181,0.7223484848484849,0.7878787878787878
28,0,0,1.2783083438873293,0.041666666666666664,1.439833402633667,1.57572340965271,0.07291666666666667,1.8452574014663696,1.1047974348068237,0.020833333333333332,1.598153829574585,0.0,0.24242424242424243,0.18181818181818182,0.18181818181818182,0.12121212121212122,0.7878787878787878,0.21212121212121213,0.15151515151515152,0.36363636363636365,0.030303030303030304,0.09090909090909091,0.21212121212121215,0.3106060606060606,0.17424242424242425,0.22272727272727275,0.15151515151515152
29,1,0,2.094986367225647,0.09375,1.7699706554412842,1.8632294416427613,0.10416666666666667,1.9078255891799927,2.303691864013672,0.11458333333333333,1.6068373918533325,0.035416666666666666,0.5757575757575758,0.7878787878787878,0.5757575757575758,0.3333333333333333,0.9393939393939394,0.42424242424242425,0.5757575757575758,0.42424242424242425,0.45454545454545453,0.3939393939393939,0.6287878787878788,0.5075757575757576,0.5075757575757576,0.5329545454545455,0.5151515151515151
30,2,0,0.7797851443290711,0.03125,1.6136022806167603,1.6764283180236816,0.08333333333333333,1.4933781623840332,1.5177866935729982,0.0625,1.380002737045288,0.014583333333333332,0.09090909090909091,0.5757575757575758,0.18181818181818182,0.21212121212121213,0.21212121212121213,0.21212121212121213,0.24242424242424243,0.06060606060606061,0.30303030303030304,0.12121212121212122,0.23484848484848486,0.21212121212121213,0.2121212121212121,0.20643939393939392,0.09090909090909091
31,3,0,0.5862205386161804,0.020833333333333332,1.3434321880340576,0.8224792599678039,0.03125,1.592000961303711,0.08079689741134644,0.0,1.3417024612426758,0.007291666666666666,0.06060606060606061,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.42424242424242425,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.09090909090909091,0.05303030303030303,0.12878787878787878,0.030303030303030304,0.08181818181818182,0.030303030303030304
32,4,0,2.9506993293762207,0.16666666666666666,1.4753730297088623,3.2517438888549806,0.14583333333333334,1.7707769870758057,3.422390079498291,0.17708333333333334,1.550722360610962,0.090625,0.7878787878787878,0.2727272727272727,0.6363636363636364,0.8484848484848485,0.696969696969697,0.6363636363636364,0.7878787878787878,0.30303030303030304,0.7272727272727273,0.6666666666666666,0.6212121212121212,0.7575757575757576,0.6515151515151515,0.6803030303030303,0.7272727272727273
33,5,1,2.4610938072204593,0.11458333333333333,1.7420755624771118,2.9969162940979004,0.13541666666666666,1.9270939826965332,1.71093692779541,0.125,1.6802953481674194,0.046875,0.6363636363636364,0.7272727272727273,0.5757575757575758,0.7272727272727273,0.9696969696969697,0.5454545454545454,0.3333333333333333,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.6439393939393939,0.7424242424242424,0.46969696969696967,0.6375,0.6363636363636364
34,6,1,1.4348648548126222,0.08333333333333333,1.2031524181365967,1.7632895946502685,0.08333333333333333,1.675744652748108,1.9361690521240233,0.14583333333333334,1.6026076078414917,0.014583333333333332,0.3333333333333333,0.030303030303030304,0.36363636363636365,0.24242424242424243,0.5151515151515151,0.21212121212121213,0.48484848484848486,0.3939393939393939,0.5757575757575758,0.12121212121212122,0.26515151515151514,0.30303030303030304,0.48484848484848486,0.2897727272727273,0.2727272727272727
35,0,0,1.21571044921875,0.052083333333333336,1.4025547504425049,2.0178425312042236,0.07291666666666667,1.902980089187622,1.1321212291717528,0.052083333333333336,1.4046990871429443,0.014583333333333332,0.21212121212121213,0.12121212121212122,0.30303030303030304,0.36363636363636365,0.9090909090909091,0.21212121212121213,0.21212121212121213,0.09090909090909091,0.24242424242424243,0.12121212121212122,0.2121212121212121,0.4621212121212121,0.1893939393939394,0.28257575757575754,0.24242424242424243
36,1,0,2.4144523620605467,0.2916666666666667,1.592331886291504,2.31771240234375,0.19791666666666666,1.6793667078018188,2.85040774345398,0.3229166666666667,1.4380403757095337,0.159375,0.6363636363636364,0.5454545454545454,0.8787878787878788,0.6060606060606061,0.5454545454545454,0.7272727272727273,0.6666666666666666,0.15151515151515152,0.9090909090909091,0.8484848484848485,0.6742424242424242,0.6212121212121212,0.5984848484848485,0.6704545454545454,0.696969696969697
37,2,0,1.2505146265029907,0.0625,1.4749958515167236,2.23350133895874,0.13541666666666666,1.4653857946395874,2.1953908920288088,0.15625,1.6260014772415161,0.049999999999999996,0.24242424242424243,0.24242424242424243,0.3333333333333333,0.5151515151515151,0.15151515151515152,0.5454545454545454,0.5151515151515151,0.5454545454545454,0.6666666666666666,0.5454545454545454,0.26515151515151514,0.4318181818181818,0.5606060606060606,0.4098484848484848,0.3939393939393939
38,3,0,1.7798968315124513,0.08333333333333333,1.4933419227600098,2.1355427503585815,0.08333333333333333,1.6806292533874512,1.741526436805725,0.10416666666666667,1.5154248476028442,0.036458333333333336,0.48484848484848486,0.3333333333333333,0.36363636363636365,0.45454545454545453,0.5757575757575758,0.21212121212121213,0.3333333333333333,0.24242424242424243,0.45454545454545453,0.48484848484848486,0.41666666666666663,0.42424242424242425,0.3409090909090909,0.4181818181818182,0.42424242424242425
39,4,0,1.4257918357849122,0.052083333333333336,1.6874752044677734,1.6509569883346558,0.07291666666666667,1.4056406021118164,1.5403634786605835,0.0625,1.6120760440826416,0.028124999999999997,0.30303030303030304,0.6363636363636364,0.30303030303030304,0.18181818181818182,0.09090909090909091,0.21212121212121213,0.30303030303030304,0.48484848484848486,0.30303030303030304,0.3333333333333333,0.38636363636363635,0.16666666666666669,0.34848484848484845,0.29583333333333334,0.30303030303030304
40,5,1,4.184268379211426,0.3125,1.978471279144287,2.6376461505889894,0.28125,1.9880740642547607,4.70943775177002,0.28125,1.8732075691223145,0.18541666666666665,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.6666666666666666,1.0,0.9393939393939394,0.9090909090909091,0.8787878787878788,0.8484848484848485,0.8787878787878788,0.9090909090909091,0.8181818181818181,0.8863636363636364,0.8693181818181818,0.9393939393939394
41,6,1,1.5299319267272948,0.07291666666666667,1.4305428266525269,1.8277857542037963,0.11458333333333333,1.4542127847671509,2.1511393547058106,0.09375,1.4755890369415283,0.036458333333333336,0.3939393939393939,0.15151515151515152,0.36363636363636365,0.30303030303030304,0.12121212121212122,0.42424242424242425,0.5151515151515151,0.21212121212121213,0.36363636363636365,0.48484848484848486,0.32575757575757575,0.2878787878787879,0.4015151515151515,0.34772727272727266,0.36363636363636365
42,0,0,4.936842155456542,0.5416666666666666,2.006493330001831,4.468157863616943,0.3541666666666667,1.76503586769104,5.341744422912598,0.4270833333333333,2.082618474960327,0.3645833333333333,0.9696969696969697,0.9696969696969697,0.9696969696969697,1.0,0.6666666666666666,1.0,1.0,0.9393939393939394,0.9393939393939394,0.9696969696969697,0.9696969696969697,0.9166666666666666,0.9696969696969697,0.9511363636363637,1.0
43,1,0,1.789924907684326,0.09375,1.834764003753662,3.2933012008666993,0.11458333333333333,1.3181471824645996,1.7777864694595338,0.11458333333333333,1.5301120281219482,0.029166666666666664,0.5454545454545454,0.8484848484848485,0.5757575757575758,0.8787878787878788,0.030303030303030304,0.42424242424242425,0.3939393939393939,0.2727272727272727,0.45454545454545453,0.3333333333333333,0.6287878787878788,0.553030303030303,0.3787878787878788,0.5204545454545454,0.5151515151515151
44,2,0,0.9982855439186096,0.03125,1.5679564476013184,1.3628865003585817,0.052083333333333336,1.7976722717285156,0.8545157432556152,0.03125,1.5607233047485352,0.014583333333333332,0.18181818181818182,0.48484848484848486,0.18181818181818182,0.06060606060606061,0.7272727272727273,0.09090909090909091,0.09090909090909091,0.3333333333333333,0.21212121212121213,0.12121212121212122,0.25757575757575757,0.23484848484848486,0.18181818181818182,0.21780303030303033,0.09090909090909091
45,3,0,3.1256966590881348,0.28125,1.6901781558990479,3.7333117485046383,0.22916666666666666,1.528480887413025,4.402989673614502,0.3645833333333333,1.6839404106140137,0.20104166666666665,0.8484848484848485,0.6666666666666666,0.7878787878787878,0.9696969696969697,0.24242424242424243,0.8181818181818182,0.8787878787878788,0.696969696969697,0.9090909090909091,0.9090909090909091,0.7878787878787878,0.75,0.8409090909090909,0.8007575757575756,0.8484848484848485
46,4,0,1.7035504817962646,0.08333333333333333,1.5575730800628662,1.6238507509231568,0.08333333333333333,1.9001340866088867,1.0926753997802736,0.03125,1.4654682874679565,0.021875,0.48484848484848486,0.42424242424242425,0.36363636363636365,0.15151515151515152,0.8787878787878788,0.21212121212121213,0.12121212121212122,0.18181818181818182,0.21212121212121213,0.30303030303030304,0.43939393939393945,0.3484848484848485,0.1590909090909091,0.3450757575757576,0.3333333333333333
47,5,1,0.5274838030338287,0.010416666666666666,1.5044827461242676,1.2563342332839966,0.052083333333333336,1.5852948427200317,1.003620970249176,0.03125,1.6319117546081543,0.0,0.0,0.36363636363636365,0.0,0.06060606060606061,0.3333333333333333,0.09090909090909091,0.09090909090909091,0.5757575757575758,0.21212121212121213,0.09090909090909091,0.09090909090909091,0.13636363636363635,0.24242424242424243,0.12954545454545452,0.06060606060606061
48,6,1,2.074881362915039,0.11458333333333333,1.4739199876785278,3.0233383178710938,0.125,1.6093964576721191,2.8966997146606444,0.17708333333333334,1.6202490329742432,0.051041666666666666,0.5757575757575758,0.21212121212121213,0.5757575757575758,0.8181818181818182,0.45454545454545453,0.5454545454545454,0.7272727272727273,0.5151515151515151,0.7272727272727273,0.6060606060606061,0.48484848484848486,0.6590909090909091,0.6742424242424243,0.5924242424242424,0.5757575757575758
49,0,0,1.613193082809448,0.08333333333333333,1.779740571975708,2.301844024658203,0.10416666666666667,1.5876506567001343,2.7585615158081054,0.10416666666666667,1.646038293838501,0.03958333333333334,0.42424242424242425,0.8181818181818182,0.36363636363636365,0.5454545454545454,0.3939393939393939,0.42424242424242425,0.6060606060606061,0.6363636363636364,0.45454545454545453,0.5151515151515151,0.5075757575757576,0.4772727272727273,0.5757575757575758,0.5083333333333333,0.48484848484848486
